FID,Trans_Type,Purchase_T,City,SIG,EMD,Street_No,Main_No,Sub_No,Complex_Na,Lease_L__R,Road_Type,Area_㎡_,Land_Area_,Floor,Contract_Y,Contract_M,Contract_D,Price_1000,Deposit_10,Rent_10000,Constructe,Street_Add,Compiled_A,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
588650,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,82.55, ,11,2016,3,30,21200, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588651,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,82.55, ,8,2016,5,7,21400, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588652,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,59.94, ,3,2016,5,19,16000, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588727,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,2,2015,6,26,9700, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588728,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,10,2015,7,5,9700, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588729,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,21,2015,7,8,9500, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588730,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,21,2015,7,9,9750, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588731,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,13,2015,7,10,9550, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588732,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,42.86, ,17,2015,7,14,11000, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588733,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,11,2015,7,24,9500, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588734,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,20,2015,10,7,9800, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588735,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,4,2015,10,31,9700, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588736,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,19,2015,12,22,9900, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588737,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,42.78, ,8,2016,2,18,12000, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588738,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,20,2016,4,9,10550, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588739,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,5,2016,4,10,10200, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588740,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,42.78, ,7,2016,4,11,12150, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588741,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,42.86, ,8,2016,4,15,11850, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588742,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,18,2016,4,17,10000, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588743,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,22,2016,4,28,9300, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588744,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,3,2016,5,3,10000, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588745,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,16,2016,5,21,10500, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
588746,아파트,매매,부산광역시,남구,감만동,31-3,0031,0003,우암자유5, , ,38.45, ,22,2016,5,23,8900, , ,1996,양지골로 358,부산광역시 남구 감만동 양지골로 358,부산광역시 남구 감만동 양지골로 358,390088,182365,정좌표,2629011100100310003,새주소,부산광역시 남구 양지골로 358,부산광역시 남구 감만동 31-3,48540
602940,아파트,매매,부산광역시,북구,구포동,1060-205,1060,0205,경일, , ,84.905, ,6,2015,6,8,15200, , ,2003,가람로 28,부산광역시 북구 구포동 가람로 28,부산광역시 북구 구포동 가람로 28,381827,191305,정좌표,2632010500110600205,새주소,부산광역시 북구 가람로 28,부산광역시 북구 구포동 1060-205,46585
602941,아파트,매매,부산광역시,북구,구포동,1060-205,1060,0205,경일, , ,84.905, ,8,2015,9,15,15800, , ,2003,가람로 28,부산광역시 북구 구포동 가람로 28,부산광역시 북구 구포동 가람로 28,381827,191305,정좌표,2632010500110600205,새주소,부산광역시 북구 가람로 28,부산광역시 북구 구포동 1060-205,46585
602942,아파트,매매,부산광역시,북구,구포동,1060-205,1060,0205,경일, , ,84.91, ,8,2015,9,30,16000, , ,2003,가람로 28,부산광역시 북구 구포동 가람로 28,부산광역시 북구 구포동 가람로 28,381827,191305,정좌표,2632010500110600205,새주소,부산광역시 북구 가람로 28,부산광역시 북구 구포동 1060-205,46585
602943,아파트,매매,부산광역시,북구,구포동,1060-205,1060,0205,경일, , ,84.91, ,9,2015,12,7,15800, , ,2003,가람로 28,부산광역시 북구 구포동 가람로 28,부산광역시 북구 구포동 가람로 28,381827,191305,정좌표,2632010500110600205,새주소,부산광역시 북구 가람로 28,부산광역시 북구 구포동 1060-205,46585
602944,아파트,매매,부산광역시,북구,구포동,1060-205,1060,0205,경일, , ,84.905, ,6,2016,4,13,15950, , ,2003,가람로 28,부산광역시 북구 구포동 가람로 28,부산광역시 북구 구포동 가람로 28,381827,191305,정좌표,2632010500110600205,새주소,부산광역시 북구 가람로 28,부산광역시 북구 구포동 1060-205,46585
602945,아파트,매매,부산광역시,북구,구포동,1060-205,1060,0205,경일, , ,84.91, ,13,2016,4,26,15900, , ,2003,가람로 28,부산광역시 북구 구포동 가람로 28,부산광역시 북구 구포동 가람로 28,381827,191305,정좌표,2632010500110600205,새주소,부산광역시 북구 가람로 28,부산광역시 북구 구포동 1060-205,46585
602946,아파트,매매,부산광역시,북구,구포동,1060-205,1060,0205,경일, , ,84.91, ,10,2016,5,11,14039, , ,2003,가람로 28,부산광역시 북구 구포동 가람로 28,부산광역시 북구 구포동 가람로 28,381827,191305,정좌표,2632010500110600205,새주소,부산광역시 북구 가람로 28,부산광역시 북구 구포동 1060-205,46585
602947,아파트,매매,부산광역시,북구,구포동,1027-2,1027,0002,고운빌라, , ,57.88, ,3,2016,5,19,10000, , ,2001,가람로 18,부산광역시 북구 구포동 가람로 18,부산광역시 북구 구포동 가람로 18,381752,191256,정좌표,2632010500110270002,새주소,부산광역시 북구 가람로 18,부산광역시 북구 구포동 1027-2,46585
603163,아파트,매매,부산광역시,북구,구포동,1053-4,1053,0004,대주하이빌, , ,58.21, ,2,2016,2,28,9500, , ,2003,낙동북로 639,부산광역시 북구 구포동 낙동북로 639,부산광역시 북구 구포동 낙동북로 639,381648,191148,정좌표,2632010500110530004,새주소,부산광역시 북구 낙동북로 639,부산광역시 북구 구포동 1053-4,46585
603184,아파트,매매,부산광역시,북구,구포동,1030-64,1030,0064,도형리치빌A동, , ,79.92, ,9,2016,2,28,14000, , ,2003,가람로8번길 9,부산광역시 북구 구포동 가람로8번길 9,부산광역시 북구 구포동 가람로8번길 9,381716,191185,정좌표,2632010500110580003,새주소,부산광역시 북구 가람로8번길 9,부산광역시 북구 구포동 1058-3,46585
603185,아파트,매매,부산광역시,북구,구포동,1030-64,1030,0064,도형리치빌A동, , ,82.17, ,3,2016,3,11,14000, , ,2003,가람로8번길 9,부산광역시 북구 구포동 가람로8번길 9,부산광역시 북구 구포동 가람로8번길 9,381716,191185,정좌표,2632010500110580003,새주소,부산광역시 북구 가람로8번길 9,부산광역시 북구 구포동 1058-3,46585
603186,아파트,매매,부산광역시,북구,구포동,1058-3,1058,0003,도형리치빌B동, , ,78.08, ,4,2016,1,21,12900, , ,2003,가람로8번길 9,부산광역시 북구 구포동 가람로8번길 9,부산광역시 북구 구포동 가람로8번길 9,381716,191185,정좌표,2632010500110580003,새주소,부산광역시 북구 가람로8번길 9,부산광역시 북구 구포동 1058-3,46585
603501,아파트,매매,부산광역시,북구,구포동,1059,1059,0000,중앙, , ,44.01, ,6,2016,3,24,6500, , ,2003,가람로 12-2,부산광역시 북구 구포동 가람로 12-2,부산광역시 북구 구포동 가람로 12-2,381714,191217,정좌표,2632010500110590000,새주소,부산광역시 북구 가람로 12-2,부산광역시 북구 구포동 1059,46585
611817,아파트,매매,부산광역시,사상구,학장동,210-1,0210,0001,학장동양, , ,51.12, ,4,2015,6,11,9000, , ,1984,주례로 232,부산광역시 사상구 학장동 주례로 232,부산광역시 사상구 학장동 주례로 232,381432,184514,정좌표,2653010700102100001,새주소,부산광역시 사상구 주례로 232,부산광역시 사상구 학장동 210-1,47048
611818,아파트,매매,부산광역시,사상구,학장동,210-1,0210,0001,학장동양, , ,63.72, ,3,2015,6,20,12000, , ,1984,주례로 232,부산광역시 사상구 학장동 주례로 232,부산광역시 사상구 학장동 주례로 232,381432,184514,정좌표,2653010700102100001,새주소,부산광역시 사상구 주례로 232,부산광역시 사상구 학장동 210-1,47048
611819,아파트,매매,부산광역시,사상구,학장동,210-1,0210,0001,학장동양, , ,52.56, ,2,2015,6,23,9000, , ,1984,주례로 232,부산광역시 사상구 학장동 주례로 232,부산광역시 사상구 학장동 주례로 232,381432,184514,정좌표,2653010700102100001,새주소,부산광역시 사상구 주례로 232,부산광역시 사상구 학장동 210-1,47048
611820,아파트,매매,부산광역시,사상구,학장동,210-1,0210,0001,학장동양, , ,51.12, ,5,2015,6,25,8800, , ,1984,주례로 232,부산광역시 사상구 학장동 주례로 232,부산광역시 사상구 학장동 주례로 232,381432,184514,정좌표,2653010700102100001,새주소,부산광역시 사상구 주례로 232,부산광역시 사상구 학장동 210-1,47048
